Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
8/28/14 2:49,34,female,United States,CA,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No,NA
8/28/14 2:52,35,m,Germany,NA,No,No,Yes,Rarely,100-500,No,No,Don't know,No,Yes,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,No,Yes,No,NA
8/28/14 2:54,28,male,Germany,NA,No,No,No,Never,26-100,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,Yes,Yes,Don't know,No,NA
8/28/14 3:05,36,male,Poland,NA,Yes,Yes,Yes,Often,25-Jun,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,Yes,NA
8/28/14 3:06,30,Male,United Kingdom,NA,No,No,Yes,Often,26-100,No,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,NA
8/28/14 3:13,35,Male,United States,NA,Yes,No,No,NA,5-Jan,Yes,Yes,Yes,Not sure,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,NA
8/28/14 3:13,49,male,Japan,NA,Yes,Yes,Yes,Sometimes,5-Jan,Yes,Yes,No,Yes,Yes,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No,No,Yes,NA
8/28/14 3:15,36,Male,Germany,NA,No,No,No,NA,26-100,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,NA
8/28/14 3:16,35,male,Germany,NA,No,No,No,NA,26-100,No,Yes,No,No,No,No,Don't know,Very easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No,NA
8/28/14 3:29,29,Female,Australia,NA,No,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,No,No,Yes,NA
8/28/14 3:36,57,Male,United States,CA,No,No,No,Never,26-100,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,Don't know,Yes,NA
8/28/14 3:42,31,female,Belgium,NA,No,Yes,Yes,Rarely,100-500,No,No,Yes,No,No,No,No,Don't know,Maybe,No,Some of them,No,No,No,Don't know,Yes,NA
8/28/14 3:47,37,Male,Ireland,NA,Yes,No,No,Never,25-Jun,No,Yes,No,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,NA
8/28/14 3:49,25,Male,Ireland,NA,No,Yes,Yes,Sometimes,26-100,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,No,No,NA
8/28/14 3:52,30,Male,Australia,NA,No,No,No,Sometimes,26-100,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No,NA
8/28/14 4:00,26,F,Australia,NA,No,Yes,No,Sometimes,100-500,No,No,No,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Don't know,No,Majority of qs on survey not relevant if you are self employed
8/28/14 4:02,22,Female,Netherlands,NA,No,No,No,Often,25-Jun,No,Yes,No,No,No,No,Don't know,Don't know,No,No,No,Some of them,No,Yes,Don't know,No,NA
8/28/14 4:07,39,M,United States,FL,No,No,No,Rarely,More than 1000,Yes,No,Don't know,No,Yes,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,No,I mostly suffer from social anxiety which keeps me from attending conferences. In my small dev group a big problem is a supervisor who's a workaholic and will never say no when asked to do something so he's doing the job of at least two ppl (poorly) and working crazy hours setting the tone for the test of us that work/life balance isn't important.
8/28/14 4:09,29,Male,United Kingdom,NA,No,Yes,Yes,Never,100-500,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,No,No,No,No,NA
8/28/14 4:11,54,male,United Kingdom,NA,Yes,Yes,Yes,Sometimes,5-Jan,Yes,Yes,Don't know,Not sure,No,No,Don't know,Very easy,No,No,Some of them,Yes,Yes,Yes,Don't know,Yes,NA
8/28/14 4:16,34,Female,Australia,NA,No,Yes,No,Never,500-1000,No,No,Don't know,No,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,Yes,I don't have any mental health issues but for a number of years I had to care for a family member who did and I felt that I was not able to discuss or get support from friends or colleagues in the same way that I might have if they had suffered from a physical condition.
8/28/14 4:23,32,M,United States,WA,No,No,Yes,Never,500-1000,No,No,Yes,Not sure,Yes,Yes,Don't know,Very easy,Maybe,No,No,No,No,No,Yes,No,NA
8/28/14 4:24,25,Male,Nigeria,NA,No,No,No,NA,25-Jun,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,No,Yes,Don't know,No,NA
8/28/14 4:30,29,male,Poland,NA,No,No,No,Rarely,5-Jan,No,Yes,No,No,No,No,No,Somewhat difficult,No,Maybe,Some of them,No,No,No,Yes,No,NA
8/28/14 4:34,32,male,Germany,NA,Yes,No,No,Never,5-Jan,Yes,Yes,No,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No,NA
8/28/14 4:37,30,M,United Kingdom,NA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Don't know,Yes,Don't know,Maybe,No,Some of them,Yes,No,Yes,Yes,No,NA
8/28/14 4:53,31,male,Germany,NA,No,No,No,NA,25-Jun,No,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,NA
8/28/14 5:05,20,F,Switzerland,NA,No,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,No,NA
8/28/14 5:12,27,Male,United Kingdom,NA,No,No,No,Never,5-Jan,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,NA
8/28/14 5:14,32,Male,United States,CA,No,No,No,Never,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,NA
8/28/14 6:02,26,Male,Ireland,NA,Yes,No,No,Never,5-Jan,Yes,Yes,No,No,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,Maybe,Maybe,Yes,No,NA
8/28/14 6:05,30,Male,Italy,NA,No,No,No,Sometimes,More than 1000,No,No,Don't know,No,No,No,Yes,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No,NA
8/28/14 6:10,30,Male,Ireland,NA,No,No,Yes,Sometimes,26-100,Yes,Yes,No,No,Don't know,No,Don't know,Very difficult,Maybe,Maybe,Some of them,No,No,No,No,No,NA
8/28/14 6:11,22,male,India,NA,Yes,No,No,NA,5-Jan,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Yes,Yes,NA
8/28/14 6:27,24,male,Ireland,NA,No,No,No,NA,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,No,No,No,Don't know,No,NA
8/28/14 6:30,26,m,Netherlands,NA,No,No,No,Never,26-100,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,No,NA
8/28/14 7:01,43,male,France,NA,No,No,No,NA,100-500,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,NA
8/28/14 7:03,26,Male,Russia,NA,No,No,No,Never,26-100,No,Yes,No,Not sure,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,No,No,Maybe,Don't know,No,NA
8/28/14 7:03,23,Male,United States,NC,No,Yes,No,Sometimes,25-Jun,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,NA
8/28/14 7:12,26,Man,Canada,NA,No,No,No,NA,100-500,Yes,Yes,Yes,Not sure,Don't know,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Yes,No,NA
8/28/14 8:00,26,female,Israel,NA,No,Yes,No,Never,100-500,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Yes,No,NA
8/28/14 8:06,35,Male,Canada,NA,No,Yes,No,Sometimes,26-100,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,No,NA
8/28/14 8:18,28,Male,United States,IL,No,No,Yes,Sometimes,26-100,Yes,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No,NA
8/28/14 8:23,22,Male,India,NA,No,No,No,NA,26-100,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Don't know,No,NA
8/28/14 8:39,29,Female,United States,OH,No,Yes,Yes,Rarely,25-Jun,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No,NA
8/28/14 8:40,29,Male,Germany,NA,Yes,No,No,NA,5-Jan,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,NA
8/28/14 8:43,45,Male,United States,VA,No,No,Yes,Often,5-Jan,Yes,Yes,Yes,Not sure,No,Yes,Don't know,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No,NA
8/28/14 8:43,33,male,Bulgaria,NA,No,No,Yes,Rarely,26-100,Yes,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes,NA
8/28/14 8:43,38,Male,United States,MN,No,No,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,NA
8/28/14 9:02,19,Trans woman,United States,MO,No,Yes,Yes,Often,26-100,No,No,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe,No,No,No,Maybe,No,No,NA
8/28/14 9:09,29,female,Canada,NA,No,No,Yes,Rarely,More than 1000,Yes,No,Yes,Yes,Yes,Don't know,Yes,Somewhat easy,No,No,No,Yes,No,Maybe,Don't know,No,NA
8/28/14 9:16,21,Female,United Kingdom,NA,No,No,No,NA,25-Jun,No,Yes,No,No,No,No,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,Don't know,No,NA
8/28/14 9:18,23,Female,India,NA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No,NA
8/28/14 9:40,33,female,United States,NC,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No,NA
8/28/14 9:53,49,Male,United States,NY,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,No,Yes,No,NA
8/28/14 9:53,28,Male,United States,NM,No,No,No,NA,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,NA
8/28/14 9:54,27,f,United Kingdom,NA,No,No,Yes,Sometimes,25-Jun,Yes,Yes,Don't know,Not sure,Yes,Don't know,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,NA
8/28/14 9:54,23,male,Canada,NA,No,No,Yes,Sometimes,25-Jun,No,Yes,Yes,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,NA
8/28/14 9:54,29,M,Netherlands,NA,No,No,No,Never,5-Jan,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No,NA
8/28/14 9:54,30,m,Germany,NA,No,No,No,NA,26-100,No,Yes,Don't know,No,No,Don't know,Yes,Somewhat easy,No,No,Some of them,No,Maybe,Maybe,Don't know,No,NA
8/28/14 9:55,28,Female,Canada,NA,No,No,No,NA,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,I am a contractor so my lack of knowledge of workplace wellness stems directly from my lack of access to that material since I am not covered by it. I am aware that mental health services are available and am aware of a colleague who has taken a leave of absence to deal with mental health issues but am otherwise uninformed.
8/28/14 9:56,32,Male,United Kingdom,NA,No,No,No,NA,25-Jun,No,Yes,No,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Yes,No,No,NA
8/28/14 9:56,32,Male,United Kingdom,NA,No,No,Yes,Sometimes,26-100,No,No,Yes,Yes,No,No,Yes,Very easy,No,No,No,Yes,No,No,Yes,No,NA
8/28/14 9:56,37,Male,France,NA,No,No,No,NA,100-500,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No,NA
8/28/14 9:56,39,F,United States,TX,No,No,No,NA,More than 1000,Yes,No,No,Yes,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No,NA
8/28/14 9:56,31,male,France,NA,No,No,No,NA,500-1000,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Yes,No,NA
8/28/14 9:57,29,Male,United States,SC,No,No,No,NA,25-Jun,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,No,No,No,Don't know,No,NA
8/28/14 9:57,30,M,United States,FL,No,No,No,NA,100-500,No,No,Yes,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No,NA
8/28/14 9:57,33,M,United States,WA,Yes,Yes,Yes,Rarely,5-Jan,Yes,Yes,No,Yes,Yes,Yes,No,Very difficult,No,No,Yes,Yes,No,No,Yes,Yes,NA
8/28/14 9:58,37,male,United States,CA,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Don't know,Maybe,No,Yes,Yes,No,No,Don't know,No,NA
8/28/14 9:59,23,Male,United States,OH,No,No,Yes,Often,26-100,No,No,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,NA
8/28/14 9:59,43,M,United States,TN,No,Yes,Yes,Sometimes,26-100,No,No,Yes,Not sure,No,Yes,Don't know,Somewhat easy,Yes,No,No,No,No,No,No,No,NA
8/28/14 10:00,32,Male,United Kingdom,NA,No,No,Yes,Rarely,100-500,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,No,Maybe,No,Yes,NA
8/28/14 10:01,26,Male,United States,NY,No,No,No,Never,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,No,No,NA
8/28/14 10:01,32,Male,United States,NY,Yes,No,Yes,Sometimes,5-Jan,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Don't know,No,NA
8/28/14 10:02,37,F,United States,MO,No,No,No,NA,26-100,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,No,Some of them,No,No,No,Don't know,No,NA
8/28/14 10:02,29,Male,United States,NY,No,No,Yes,Often,26-100,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,NA
8/28/14 10:02,34,Male,United Kingdom,NA,No,No,No,NA,25-Jun,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Don't know,No,NA
8/28/14 10:04,27,male,France,NA,No,No,No,NA,25-Jun,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,Yes,No,NA
8/28/14 10:04,30,male,United States,TN,No,Yes,No,Never,100-500,No,Yes,Don't know,No,No,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Don't know,No,NA
8/28/14 10:05,29,Male,United States,CO,No,No,No,Never,25-Jun,No,Yes,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No,No,No,NA
8/28/14 10:07,32,Male,United States,PA,Yes,Yes,Yes,Sometimes,5-Jan,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Very difficult,Yes,Maybe,Some of them,No,No,No,No,No,NA
8/28/14 10:07,-1726,male,United Kingdom,NA,No,No,Yes,Sometimes,26-100,No,No,No,No,No,No,Don't know,Somewhat difficult,Yes,No,No,No,No,Maybe,Don't know,No,NA
8/28/14 10:08,25,Male,Germany,NA,No,No,No,NA,500-1000,No,Yes,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,Yes,Yes,Yes,No,NA
8/28/14 10:08,37,male,United States,NY,Yes,No,No,NA,25-Jun,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,NA
8/28/14 10:10,29,Male,Netherlands,NA,No,Yes,No,NA,25-Jun,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,NA
8/28/14 10:11,27,Man,United States,MN,No,No,No,NA,26-100,No,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,Don't know,No,NA
8/28/14 10:13,33,Male,United Kingdom,NA,No,No,No,NA,25-Jun,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,NA
8/28/14 10:15,30,male,Canada,NA,No,Yes,Yes,Sometimes,More than 1000,No,No,Don't know,No,No,No,No,Very difficult,Yes,No,Some of them,No,No,Yes,No,Yes,NA
8/28/14 10:16,29,male,Canada,NA,No,No,No,NA,5-Jan,Yes,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,No,Maybe,Don't know,No,NA
8/28/14 10:17,25,Male,United States,MO,No,Yes,Yes,Never,25-Jun,Yes,Yes,Don't know,No,Yes,Don't know,Don't know,Don't know,Yes,No,Some of them,Yes,No,No,No,No,NA
8/28/14 10:18,33,Male,United States,WY,No,Yes,Yes,Sometimes,5-Jan,No,No,No,Yes,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,NA
8/28/14 10:18,31,Male,South Africa,NA,No,No,No,Never,100-500,Yes,Yes,No,No,No,No,No,Don't know,No,No,Some of them,Some of them,No,Maybe,No,No,Fully remote developer
8/28/14 10:20,21,male,Germany,NA,No,No,No,Rarely,25-Jun,Yes,Yes,Don't know,No,No,No,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No,NA
8/28/14 10:22,30,Male,Switzerland,NA,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,No,NA
8/28/14 10:24,29,Male,United States,MN,No,No,No,NA,More than 1000,No,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,No,No,NA
8/28/14 10:25,43,Male,Croatia,NA,Yes,No,Yes,Sometimes,5-Jan,Yes,Yes,No,No,No,No,Yes,Very difficult,Yes,No,Yes,No,No,Maybe,No,Yes,NA
